,longitude,latitude,p_nom,population_density,co2l
AT1 0,13.8,48.1,381.9,0.5,0.6
AT1 1,16.3,48.2,490.6,6.2,0.6
AT1 10,16.0,47.7,32.2,0.1,0.6
AT1 11,16.8,48.0,30.1,0.7,0.6
AT1 12,14.6,46.5,30.1,0.2,0.6
AT1 2,10.8,47.2,159.5,0.5,0.6
AT1 3,9.7,47.3,71.9,0.1,0.6
AT1 4,12.5,47.2,4128.2,0.0,0.6
AT1 5,14.2,47.7,55.7,0.3,0.6
AT1 6,15.4,46.9,248.1,0.2,0.6
AT1 8,14.9,48.1,56.3,5.0,0.6
AT1 9,14.8,47.3,64.2,0.0,0.6
BE1 0,4.9,50.4,1238.6,3.1,0.6
BE1 1,4.3,51.0,1000.3,6.2,0.6
BE1 10,5.8,50.7,99.5,0.7,0.6
BE1 11,5.7,50.6,31.2,0.8,0.6
BE1 12,5.8,50.5,28.5,0.2,0.6
BE1 13,5.7,49.8,39.5,0.1,0.6
BE1 14,5.7,49.6,1841.6,1.6,0.6
BE1 15,5.4,50.6,68.2,1.7,0.6
BE1 2,3.3,51.3,329.1,0.5,0.6
BE1 3,3.6,50.9,1270.8,0.4,0.6
BE1 5,5.6,50.9,335.8,0.6,0.6
BE1 6,5.8,50.2,326.3,0.1,0.6
BE1 8,5.0,51.1,379.4,7.9,0.6
BE1 9,5.5,50.5,70.3,0.4,0.6
BG1 0,26.1,42.6,458.7,0.2,0.6
BG1 1,24.0,42.5,68.8,0.1,0.6
BG1 2,23.2,42.6,18.4,12.7,0.6
BG1 3,24.0,43.5,232.6,0.2,0.6
BG1 4,23.1,42.5,51.3,0.3,0.6
BG1 5,23.8,42.5,45.6,0.1,0.6
BG1 6,27.3,43.3,235.8,0.3,0.6
CH1 0,7.5,46.3,936.5,0.0,0.6
CH1 1,8.9,46.3,2098.5,0.1,0.6
CH1 3,9.4,46.7,501.6,2.1,0.6
CH1 4,7.6,47.2,385.1,0.4,0.6
CH1 5,7.7,47.4,217.7,0.9,0.6
CH1 7,8.3,47.5,161.5,3.0,0.6
CH1 8,9.3,47.4,158.3,0.6,0.6
CZ1 0,17.1,49.3,492.5,0.3,0.6
CZ1 1,13.4,50.1,126.7,0.1,0.6
CZ1 10,14.4,49.5,131.5,0.1,0.6
CZ1 11,15.7,50.1,56.2,3.0,0.6
CZ1 2,14.3,50.3,358.2,0.2,0.6
CZ1 3,15.3,50.5,169.7,0.2,0.6
CZ1 4,18.1,49.8,133.3,3.1,0.6
CZ1 5,14.3,49.1,178.3,0.1,0.6
CZ1 6,13.3,49.7,160.6,0.9,0.6
CZ1 7,14.2,50.0,86.5,0.2,0.6
CZ1 8,15.7,49.6,155.8,0.1,0.6
CZ1 9,16.7,49.9,144.4,0.0,0.6
DE1 0,9.2,48.8,2078.5,6.4,0.6
DE1 1,8.6,52.3,2150.6,0.5,0.6
DE1 10,8.6,49.3,841.3,0.6,0.6
DE1 11,11.3,50.3,1924.1,0.3,0.6
DE1 12,10.6,52.1,1257.5,0.1,0.6
DE1 13,12.3,53.6,2506.6,0.0,0.6
DE1 14,7.3,52.7,1293.7,4.4,0.6
DE1 15,11.7,48.3,2022.3,0.7,0.6
DE1 16,10.5,49.5,3085.7,0.2,0.6
DE1 17,6.5,51.4,876.1,1.0,0.6
DE1 18,8.3,53.3,1109.9,0.1,0.6
DE1 19,8.3,49.6,1012.8,1.4,0.6
DE1 2,6.9,50.9,1208.5,25.3,0.6
DE1 20,6.9,51.5,455.5,14.6,0.6
DE1 21,6.9,49.4,372.2,0.8,0.6
DE1 22,7.4,50.2,811.9,0.1,0.6
DE1 23,9.4,53.9,730.3,0.1,0.6
DE1 24,9.6,47.7,752.7,0.3,0.6
DE1 25,7.9,51.7,421.8,3.5,0.6
DE1 26,6.7,49.8,282.0,0.3,0.6
DE1 27,11.8,51.5,1482.5,0.9,0.6
DE1 28,7.8,47.8,447.7,0.1,0.6
DE1 29,8.4,47.9,641.4,0.2,0.6
DE1 3,8.6,50.2,1376.2,15.2,0.6
DE1 30,12.1,50.8,415.1,0.7,0.6
DE1 31,12.9,48.7,1773.5,0.2,0.6
DE1 32,12.5,51.2,505.3,0.4,0.6
DE1 33,12.0,49.5,1129.9,0.2,0.6
DE1 34,10.8,53.9,207.6,5.1,0.6
DE1 35,10.4,52.1,69.9,5.6,0.6
DE1 36,11.8,48.9,280.6,0.4,0.6
DE1 37,12.2,48.6,368.4,0.2,0.6
DE1 38,12.9,48.3,294.4,0.2,0.6
DE1 39,7.9,48.5,185.9,0.4,0.6
DE1 4,9.9,53.5,867.9,3.5,0.6
DE1 40,8.0,48.6,102.9,1.4,0.6
DE1 41,8.2,48.8,138.6,9.7,0.6
DE1 42,8.2,47.6,71.5,1.0,0.6
DE1 43,13.3,52.2,151.2,1.5,0.6
DE1 44,13.5,52.5,8.6,26.3,0.6
DE1 45,11.3,49.5,320.7,2.7,0.6
DE1 46,7.0,51.5,21.1,21.5,0.6
DE1 47,6.9,51.2,26.4,26.6,0.6
DE1 48,7.0,50.9,40.8,3.6,0.6
DE1 49,7.7,51.3,55.0,0.5,0.6
DE1 5,10.3,48.4,4169.7,0.2,0.6
DE1 50,8.0,51.1,28.3,0.2,0.6
DE1 51,8.1,50.9,8.5,3.0,0.6
DE1 52,8.2,50.9,22.8,0.2,0.6
DE1 53,6.3,50.0,55.1,0.1,0.6
DE1 54,6.6,50.4,163.8,0.2,0.6
DE1 55,8.9,52.2,54.9,0.6,0.6
DE1 56,8.6,52.0,87.0,16.9,0.6
DE1 57,9.0,52.0,165.8,0.3,0.6
DE1 58,10.0,52.3,736.0,0.2,0.6
DE1 59,10.2,52.2,33.4,0.9,0.6
DE1 6,13.8,51.4,3661.0,0.2,0.6
DE1 60,10.5,52.2,46.8,1.4,0.6
DE1 61,11.0,51.5,428.0,0.1,0.6
DE1 62,8.5,49.3,51.4,3.8,0.6
DE1 63,8.5,49.4,65.8,2.5,0.6
DE1 64,13.1,54.3,243.2,0.2,0.6
DE1 66,14.0,53.5,229.7,0.3,0.6
DE1 68,14.3,53.1,362.8,0.5,0.6
DE1 69,7.2,53.4,8.5,4.5,0.6
DE1 7,13.3,52.6,1492.7,27.7,0.6
DE1 70,9.3,54.8,147.9,0.2,0.6
DE1 71,9.4,54.7,319.2,1.5,0.6
DE1 72,9.8,54.3,409.0,0.2,0.6
DE1 73,9.6,54.0,65.4,0.1,0.6
DE1 74,9.0,52.8,48.4,4.4,0.6
DE1 75,10.5,53.8,66.4,0.2,0.6
DE1 76,10.3,51.0,576.9,0.4,0.6
DE1 77,13.5,52.4,55.8,25.3,0.6
DE1 78,14.0,53.2,63.0,0.0,0.6
DE1 79,6.7,49.2,32.8,1.4,0.6
DE1 8,7.4,51.5,631.9,10.1,0.6
DE1 80,8.0,51.0,10.3,1.4,0.6
DE1 81,14.0,53.3,128.8,0.0,0.6
DE1 82,9.1,52.2,58.9,3.8,0.6
DE1 83,12.6,51.1,117.8,0.2,0.6
DE1 84,9.5,49.8,237.4,6.2,0.6
DE1 85,8.5,49.5,19.4,2.8,0.6
DE1 86,11.2,47.5,117.4,0.1,0.6
DE1 87,12.8,48.4,924.0,0.4,0.6
DE1 89,8.1,50.8,41.7,0.9,0.6
DE1 9,9.1,51.2,1464.5,0.2,0.6
DE1 90,6.6,49.5,68.2,0.1,0.6
DE1 91,9.0,53.1,126.4,0.6,0.6
DE1 92,9.2,48.9,55.6,2.3,0.6
DE1 93,8.3,53.2,53.7,0.1,0.6
DK1 0,9.2,55.6,500.8,0.1,0.6
DK1 1,9.9,56.0,304.1,0.0,0.6
DK1 2,10.1,57.1,106.1,0.2,0.6
DK1 3,10.5,55.4,73.5,0.2,0.6
DK2 0,12.3,55.4,231.3,2.5,0.6
DK2 1,12.3,55.8,3528.3,0.3,0.6
EE6 0,25.9,59.0,209.8,0.0,0.6
ES1 0,-5.1,41.7,8777.4,0.0,0.6
ES1 1,-7.9,42.5,174.6,0.0,0.6
ES1 10,-6.1,40.0,749.8,15.9,0.6
ES1 11,-3.3,39.8,7093.1,0.0,0.6
ES1 12,-3.6,43.2,71.0,0.0,0.6
ES1 13,0.9,41.9,2598.0,0.0,0.6
ES1 14,-0.6,40.8,351.2,0.0,0.6
ES1 15,-3.8,40.9,249.0,0.0,0.6
ES1 16,-1.3,37.8,5743.5,0.0,0.6
ES1 17,2.6,41.9,113.8,0.0,0.6
ES1 18,-6.7,42.7,173.3,0.1,0.6
ES1 19,-0.1,41.3,826.4,0.0,0.6
ES1 2,-0.9,38.8,7028.0,2.8,0.6
ES1 20,-0.5,39.6,512.0,2.7,0.6
ES1 21,-8.8,42.8,58.7,0.1,0.6
ES1 22,-5.7,41.6,951.1,0.1,0.6
ES1 23,-4.1,40.2,1126.2,0.1,0.6
ES1 24,-6.4,43.3,103.5,0.1,0.6
ES1 25,-1.4,39.6,116.3,0.0,0.6
ES1 26,1.5,41.3,57.7,0.1,0.6
ES1 27,-3.4,42.9,28.9,0.0,0.6
ES1 28,0.7,41.2,128.7,0.0,0.6
ES1 29,1.7,41.5,39.2,0.1,0.6
ES1 3,-1.9,41.5,552.3,0.0,0.6
ES1 30,-3.2,37.0,2395.9,0.0,0.6
ES1 31,-6.0,36.5,113.4,0.1,0.6
ES1 32,-6.9,37.3,362.1,1.9,0.6
ES1 33,-0.6,42.2,164.4,0.0,0.6
ES1 34,-2.4,42.4,1020.7,2.5,0.6
ES1 35,-6.8,38.2,148.4,0.0,0.6
ES1 36,1.3,41.5,1922.0,0.0,0.6
ES1 37,0.8,41.2,9.1,0.1,0.6
ES1 38,-6.7,42.0,19.2,0.0,0.6
ES1 39,2.4,41.9,899.1,0.0,0.6
ES1 4,-3.2,42.9,450.5,0.0,0.6
ES1 40,-6.5,37.0,669.6,0.0,0.6
ES1 41,1.9,42.1,1239.5,0.1,0.6
ES1 42,-5.3,43.4,6.2,0.3,0.6
ES1 43,1.4,41.8,14.5,0.0,0.6
ES1 44,-4.8,43.3,9.6,0.0,0.6
ES1 5,-4.2,38.6,1356.0,0.0,0.6
ES1 6,-3.2,40.4,209.5,0.1,0.6
ES1 7,-4.6,40.1,181.0,0.0,0.6
ES1 8,-4.6,36.8,3628.8,0.1,0.6
ES1 9,-5.8,37.4,8424.0,1.3,0.6
ES4 0,2.9,39.7,693.1,2.0,0.6
ES4 1,2.5,39.6,658.6,0.2,0.6
FI2 0,22.6,60.8,98.6,0.0,0.6
FI2 1,23.2,63.3,86.2,0.0,0.6
FI2 15,25.3,63.8,4.1,0.0,0.6
FI2 3,27.3,62.4,37.3,0.0,0.6
FI2 4,24.7,61.2,29.6,0.0,0.6
FI2 5,26.4,60.6,34.4,0.0,0.6
FI2 6,24.7,60.3,26.4,0.3,0.6
FI2 8,25.2,62.3,2.8,1.1,0.6
FI2 9,25.3,64.0,1.7,0.0,0.6
FR1 0,5.5,45.6,526.4,0.8,0.6
FR1 1,5.2,43.7,1026.3,1.0,0.6
FR1 10,3.3,48.7,180.9,0.4,0.6
FR1 11,1.5,43.4,1145.8,0.2,0.6
FR1 12,0.6,47.5,397.4,0.1,0.6
FR1 13,6.0,44.0,353.7,0.1,0.6
FR1 14,4.6,46.6,175.7,0.1,0.6
FR1 16,5.5,43.4,1983.5,1.3,0.6
FR1 17,2.6,45.0,347.5,0.1,0.6
FR1 18,2.9,50.4,46.9,2.8,0.6
FR1 19,4.3,45.3,155.6,6.3,0.6
FR1 2,-1.7,48.1,662.0,1.2,0.6
FR1 20,3.9,47.8,104.4,0.0,0.6
FR1 21,0.2,45.0,1650.6,0.8,0.6
FR1 22,-3.0,48.5,63.7,0.2,0.6
FR1 23,4.9,44.7,102.9,0.3,0.6
FR1 24,2.7,49.3,15.1,0.2,0.6
FR1 25,-0.8,46.0,105.6,0.1,0.6
FR1 26,5.5,46.3,32.4,0.1,0.6
FR1 27,5.1,43.9,895.8,1.7,0.6
FR1 28,-0.9,47.2,613.2,0.2,0.6
FR1 29,5.2,48.4,21.5,0.1,0.6
FR1 3,7.1,47.9,294.5,0.6,0.6
FR1 30,2.8,44.1,63.6,0.0,0.6
FR1 31,0.8,49.6,5.7,0.5,0.6
FR1 32,6.0,44.8,20.9,0.0,0.6
FR1 33,2.0,43.9,173.0,0.1,0.6
FR1 34,2.9,43.6,690.4,0.0,0.6
FR1 35,4.3,44.6,590.6,0.1,0.6
FR1 36,4.1,44.5,372.1,0.1,0.6
FR1 37,6.7,46.1,7.0,0.7,0.6
FR1 38,6.7,45.6,12.4,5.4,0.6
FR1 39,5.5,47.1,33.0,11.3,0.6
FR1 4,-0.3,45.3,5011.9,0.2,0.6
FR1 40,2.7,46.3,101.0,0.1,0.6
FR1 41,1.9,45.8,1135.6,0.0,0.6
FR1 42,4.4,47.7,31.2,0.1,0.6
FR1 43,-1.2,47.1,27.4,0.3,0.6
FR1 44,1.9,49.8,18.1,0.0,0.6
FR1 45,0.2,44.5,1691.9,0.1,0.6
FR1 46,0.9,44.5,1114.6,0.2,0.6
FR1 47,0.7,44.2,1548.3,0.3,0.6
FR1 48,2.2,44.6,84.2,1.9,0.6
FR1 49,1.6,43.1,51.5,2.8,0.6
FR1 5,2.7,47.4,595.7,0.1,0.6
FR1 50,1.5,42.9,43.6,0.0,0.6
FR1 51,3.3,44.8,575.3,0.1,0.6
FR1 52,4.2,44.1,1049.9,1.2,0.6
FR1 53,3.8,44.0,702.4,0.1,0.6
FR1 54,-0.1,42.8,5.0,0.0,0.6
FR1 55,6.2,47.7,535.3,0.1,0.6
FR1 56,6.7,45.9,4.4,0.2,0.6
FR1 57,0.7,48.7,597.4,0.3,0.6
FR1 58,0.2,45.6,104.6,17.8,0.6
FR1 59,2.3,45.9,26.2,0.0,0.6
FR1 6,1.4,49.2,337.8,0.4,0.6
FR1 60,3.4,48.1,11.5,0.0,0.6
FR1 61,3.7,47.3,17.1,0.1,0.6
FR1 62,4.9,48.1,285.6,0.0,0.6
FR1 63,5.4,47.9,1045.4,0.0,0.6
FR1 64,5.0,47.3,15.7,5.9,0.6
FR1 65,5.6,46.7,12.8,0.1,0.6
FR1 66,-3.8,48.4,29.0,0.1,0.6
FR1 67,-3.0,48.2,23.8,0.3,0.6
FR1 68,-2.4,48.5,18.6,0.1,0.6
FR1 69,-2.1,48.6,25.1,1.2,0.6
FR1 7,3.8,49.9,505.1,0.1,0.6
FR1 70,-2.6,47.6,21.5,0.2,0.6
FR1 71,-0.5,48.7,31.0,0.2,0.6
FR1 72,-0.7,48.3,32.4,0.1,0.6
FR1 73,-1.3,47.3,124.4,1.7,0.6
FR1 74,-1.4,46.6,509.7,0.8,0.6
FR1 75,-1.3,46.8,759.4,0.1,0.6
FR1 76,-0.6,46.6,539.3,0.9,0.6
FR1 77,0.9,49.0,137.7,0.1,0.6
FR1 78,2.5,50.6,10.4,0.7,0.6
FR1 79,4.9,49.8,9.2,0.1,0.6
FR1 8,6.3,48.9,363.6,0.2,0.6
FR1 80,5.2,49.5,13.7,0.1,0.6
FR1 81,5.2,49.0,15.2,0.0,0.6
FR1 82,2.7,44.5,56.1,0.5,0.6
FR1 83,2.1,46.1,30.7,0.1,0.6
FR1 84,0.6,48.3,466.0,0.1,0.6
FR1 85,2.6,49.5,8.9,0.1,0.6
FR1 86,2.3,43.5,36.7,0.1,0.6
FR1 87,1.9,46.7,38.5,0.1,0.6
FR1 88,-2.5,47.7,50.9,0.6,0.6
FR1 89,2.6,43.8,15.5,0.0,0.6
FR1 9,2.3,50.4,174.9,0.7,0.6
FR1 90,-0.0,48.6,30.1,0.0,0.6
GB0 0,-0.9,51.5,1908.6,0.1,0.6
GB0 1,-1.9,52.5,892.9,28.4,0.6
GB0 10,-1.5,54.8,177.6,0.3,0.6
GB0 11,-3.0,55.9,126.7,0.0,0.6
GB0 12,-3.8,50.7,1468.4,0.0,0.6
GB0 13,-3.7,56.0,55.2,0.0,0.6
GB0 14,-2.8,54.1,271.3,0.0,0.6
GB0 15,0.7,51.1,463.9,0.8,0.6
GB0 16,-2.4,57.4,148.2,0.0,0.6
GB0 17,-4.3,55.7,19.8,0.0,0.6
GB0 18,-3.6,55.3,58.9,0.0,0.6
GB0 19,-3.6,58.5,26.2,0.0,0.6
GB0 2,-3.1,51.7,2992.7,0.0,0.6
GB0 20,-4.5,55.9,29.8,2.6,0.6
GB0 21,-1.6,52.4,167.5,0.1,0.6
GB0 22,-3.6,51.5,1390.0,0.1,0.6
GB0 23,-2.2,50.7,2281.0,0.0,0.6
GB0 24,-1.1,54.6,34.0,0.0,0.6
GB0 25,-4.3,57.4,35.8,0.0,0.6
GB0 26,-3.2,56.2,55.0,0.0,0.6
GB0 27,-0.0,51.8,0.2,29.8,0.6
GB0 29,-3.7,51.6,809.8,0.1,0.6
GB0 3,0.1,51.9,1773.4,0.1,0.6
GB0 30,-3.0,50.8,1682.3,0.1,0.6
GB0 31,-2.1,52.5,9.8,22.0,0.6
GB0 32,-4.9,55.1,25.7,0.0,0.6
GB0 33,-3.2,55.1,68.2,0.1,0.6
GB0 34,-2.3,55.0,27.7,0.0,0.6
GB0 35,-1.6,55.1,4.5,0.1,0.6
GB0 36,-1.5,55.0,3.9,3.0,0.6
GB0 37,-1.5,55.0,3.8,1.8,0.6
GB0 38,-1.4,54.9,8.9,20.5,0.6
GB0 39,-1.1,54.6,0.3,0.1,0.6
GB0 4,0.2,51.4,9460.6,47.5,0.6
GB0 40,-2.2,53.8,38.3,0.6,0.6
GB0 41,-1.8,53.8,19.7,1.1,0.6
GB0 42,-1.5,54.0,59.9,0.1,0.6
GB0 43,-1.6,53.8,14.9,9.0,0.6
GB0 44,-1.8,53.7,9.6,2.6,0.6
GB0 45,-2.1,52.6,27.1,11.3,0.6
GB0 46,-1.2,54.0,58.9,12.4,0.6
GB0 47,-0.3,53.8,9.7,1.3,0.6
GB0 48,-0.1,53.8,20.6,0.0,0.6
GB0 49,-0.2,53.7,401.7,0.0,0.6
GB0 5,-0.8,53.7,474.9,0.0,0.6
GB0 50,-0.9,53.2,176.6,0.2,0.6
GB0 51,-0.9,53.1,96.1,0.1,0.6
GB0 52,-4.8,57.3,34.5,0.0,0.6
GB0 53,-4.7,57.1,9.4,0.0,0.6
GB0 54,-5.0,56.4,33.6,0.0,0.6
GB0 55,-4.7,56.4,14.5,0.0,0.6
GB0 56,-4.1,56.8,7.7,0.0,0.6
GB0 57,-3.0,56.6,81.1,0.0,0.6
GB0 58,-3.3,56.1,8.1,0.0,0.6
GB0 59,-2.2,52.5,23.8,0.1,0.6
GB0 60,-4.1,56.7,10.1,0.0,0.6
GB0 61,-3.3,51.5,655.0,0.1,0.6
GB0 7,-1.5,53.4,158.4,11.8,0.6
GB0 8,-4.1,55.7,78.9,0.0,0.6
GB0 9,-2.2,53.4,144.3,4.5,0.6
GB5 0,-6.1,54.7,539.0,0.1,0.6
GR1 0,22.3,40.5,1533.8,0.1,0.6
GR1 1,23.6,38.2,212.5,0.0,0.6
GR1 2,23.9,37.8,7920.1,0.4,0.6
GR1 3,21.8,38.5,279.3,0.0,0.6
GR1 4,22.6,37.7,1886.8,0.1,0.6
GR1 5,22.6,38.4,102.4,0.1,0.6
GR1 6,23.2,38.2,196.9,0.2,0.6
GR1 7,21.1,39.3,170.1,0.0,0.6
GR1 8,22.0,39.5,196.9,0.1,0.6
HR1 0,15.7,45.1,51.8,0.0,0.6
HR1 1,17.0,45.6,37.8,0.1,0.6
HR1 2,18.4,45.3,18.4,1.3,0.6
HU1 0,17.4,47.5,430.8,0.1,0.6
HU1 1,19.9,47.5,762.7,0.4,0.6
HU1 2,18.9,47.4,123.9,1.3,0.6
HU1 3,18.7,47.2,102.7,0.1,0.6
HU1 4,18.3,46.4,346.7,0.1,0.6
HU1 5,20.4,46.4,302.4,0.2,0.6
HU1 6,20.2,47.7,83.2,0.1,0.6
IE5 0,-6.4,53.3,31.7,3.8,0.6
IE5 1,-8.6,52.2,52.5,0.1,0.6
IE5 2,-9.0,53.0,38.5,0.0,0.6
IE5 3,-6.8,52.5,30.7,0.0,0.6
IT1 0,14.1,41.2,7651.6,0.0,0.6
IT1 1,10.7,45.4,2129.0,0.0,0.6
IT1 10,13.9,42.5,3969.4,0.0,0.6
IT1 11,13.2,45.9,793.5,0.0,0.6
IT1 12,17.4,40.5,2005.7,0.0,0.6
IT1 13,11.0,44.5,3169.7,0.0,0.6
IT1 14,12.4,44.1,6203.6,1.3,0.6
IT1 15,9.9,44.2,493.8,0.0,0.6
IT1 17,11.0,42.9,2817.5,0.1,0.6
IT1 18,10.9,46.5,2004.5,1.0,0.6
IT1 19,9.3,44.4,17.9,0.0,0.6
IT1 20,15.1,37.3,2508.5,0.0,0.6
IT1 25,11.4,44.9,907.3,0.0,0.6
IT1 26,13.8,42.5,16.3,0.0,0.6
IT1 27,13.8,42.1,104.9,14.2,0.6
IT1 29,8.2,44.6,1373.4,0.0,0.6
IT1 3,8.3,44.8,7984.0,0.5,0.6
IT1 30,7.6,43.8,343.2,0.0,0.6
IT1 31,8.0,44.0,880.3,0.0,0.6
IT1 32,12.2,46.2,78.6,0.0,0.6
IT1 33,11.4,46.0,24.9,0.0,0.6
IT1 34,11.7,45.8,650.5,0.0,0.6
IT1 35,11.5,45.5,29.1,5.3,0.6
IT1 36,11.6,45.4,198.7,1.0,0.6
IT1 37,12.3,46.1,9.0,0.0,0.6
IT1 38,12.1,45.6,96.1,3.5,0.6
IT1 39,13.2,46.1,153.6,33.9,0.6
IT1 40,13.8,45.7,224.8,12.2,0.6
IT1 41,7.5,45.8,7.0,0.2,0.6
IT1 43,8.0,45.5,1152.8,0.0,0.6
IT1 44,8.2,45.2,497.0,0.0,0.6
IT1 45,9.6,46.1,21.8,16.2,0.6
IT1 50,10.7,45.5,758.8,0.3,0.6
IT1 52,9.6,44.4,7.2,0.1,0.6
IT1 53,11.7,45.6,428.3,0.3,0.6
IT1 54,12.8,46.0,409.0,0.0,0.6
IT1 55,11.7,43.4,591.2,0.1,0.6
IT1 56,12.2,43.0,551.6,0.0,0.6
IT1 6,12.2,45.5,3012.1,0.6,0.6
IT1 7,11.0,43.7,2736.4,0.6,0.6
IT1 8,12.1,42.2,4539.7,0.0,0.6
IT1 9,9.7,45.1,631.0,0.3,0.6
IT3 0,8.8,39.5,3050.6,0.0,0.6
IT3 1,8.4,40.8,618.7,0.0,0.6
LT6 0,21.9,55.2,75.5,0.0,0.6
LT6 1,24.9,55.0,90.2,0.1,0.6
LU1 0,6.1,49.7,264.2,7.0,0.6
LV6 0,23.7,56.8,4.9,0.0,0.6
NL1 1,4.8,52.4,1298.9,19.9,0.6
NL1 10,5.9,51.1,533.8,5.0,0.6
NL1 11,4.2,51.4,764.1,0.5,0.6
NL1 12,5.9,53.2,339.1,0.4,0.6
NL1 13,5.9,53.0,480.3,0.4,0.6
NL1 14,6.0,53.2,326.3,0.7,0.6
NL1 15,6.1,52.5,368.4,4.8,0.6
NL1 16,6.1,52.5,281.7,8.0,0.6
NL1 17,6.5,53.2,345.1,2.2,0.6
NL1 18,6.5,53.0,581.9,2.7,0.6
NL1 19,7.0,53.3,95.4,0.2,0.6
NL1 2,4.6,51.9,667.2,28.1,0.6
NL1 20,6.9,53.1,537.9,0.3,0.6
NL1 3,5.1,51.6,1272.3,2.7,0.6
NL1 4,6.8,53.4,160.9,0.2,0.6
NL1 5,5.6,52.6,685.4,0.5,0.6
NL1 6,5.7,51.9,622.1,2.6,0.6
NL1 7,5.9,51.6,409.0,1.2,0.6
NL1 8,6.3,52.0,469.3,0.3,0.6
NL1 9,6.7,52.2,577.6,1.1,0.6
NO2 0,7.0,58.7,10.3,0.0,0.6
NO2 1,5.6,60.5,7.2,0.0,0.6
NO2 11,9.6,59.1,64.9,0.6,0.6
NO2 13,8.7,60.7,709.5,0.0,0.6
NO2 15,8.6,59.9,1.0,0.0,0.6
NO2 16,7.2,60.5,2.9,0.0,0.6
NO2 17,11.3,60.4,3166.7,0.1,0.6
NO2 18,9.3,61.5,2.2,0.0,0.6
NO2 19,11.2,60.8,2567.6,1.0,0.6
NO2 2,11.4,63.8,24.8,0.2,0.6
NO2 20,8.9,59.4,695.9,0.1,0.6
NO2 21,10.4,59.3,2255.1,1.2,0.6
NO2 22,9.1,61.9,8.9,0.1,0.6
NO2 3,10.6,59.8,8.5,0.6,0.6
NO2 4,8.6,63.0,23.0,0.1,0.6
NO2 5,6.9,59.5,4.6,0.0,0.6
NO2 6,8.0,60.6,7.7,0.0,0.6
NO2 7,7.5,59.7,10.1,0.0,0.6
NO2 8,5.6,59.6,1.8,0.0,0.6
PL1 0,16.7,53.6,727.4,0.3,0.6
PL1 1,16.5,51.1,375.7,0.2,0.6
PL1 11,19.2,50.7,28.6,0.1,0.6
PL1 12,19.0,50.2,13.0,2.8,0.6
PL1 13,20.5,53.8,90.8,6.8,0.6
PL1 14,18.3,50.3,40.5,1.5,0.6
PL1 15,22.6,51.2,50.2,0.7,0.6
PL1 16,23.2,50.7,109.2,1.1,0.6
PL1 17,18.0,50.6,29.5,0.1,0.6
PL1 18,22.1,50.5,37.8,1.9,0.6
PL1 19,16.8,50.6,46.1,0.4,0.6
PL1 2,19.3,51.6,419.2,0.2,0.6
PL1 20,18.5,54.4,8.7,3.4,0.6
PL1 21,18.5,53.0,33.5,0.5,0.6
PL1 22,18.9,52.7,155.4,0.2,0.6
PL1 23,14.7,53.9,24.5,0.1,0.6
PL1 24,15.2,52.7,39.4,12.8,0.6
PL1 25,19.6,52.4,44.6,0.2,0.6
PL1 26,15.3,51.9,53.9,0.1,0.6
PL1 3,20.8,52.2,156.7,1.9,0.6
PL1 4,19.8,50.1,191.3,0.3,0.6
PL1 5,19.0,50.3,48.0,27.2,0.6
PL1 6,22.0,51.7,394.3,0.3,0.6
PL1 7,21.1,50.4,325.2,0.2,0.6
PL1 8,22.0,53.0,366.7,0.1,0.6
PL1 9,17.9,52.2,152.0,0.2,0.6
PT1 0,-8.5,39.4,2371.3,0.0,0.6
PT1 3,-8.3,41.3,58.7,3.9,0.6
PT1 5,-6.9,41.4,458.3,0.0,0.6
PT1 6,-8.4,38.3,5589.7,0.0,0.6
PT1 7,-8.4,40.2,41.6,0.0,0.6
PT1 8,-8.2,41.2,9.5,4.2,0.6
RO1 0,25.7,44.8,716.7,0.1,0.6
RO1 1,23.0,46.4,336.5,0.1,0.6
RO1 2,27.0,46.4,171.3,0.8,0.6
RO1 3,24.5,45.2,27.2,0.1,0.6
RO1 4,26.0,46.8,37.7,0.0,0.6
RO1 5,27.9,44.0,11.5,0.0,0.6
RO1 6,23.6,46.1,21.9,0.1,0.6
RO1 7,27.5,47.2,29.0,0.2,0.6
RO1 8,27.7,46.6,44.7,3.1,0.6
SE2 0,15.8,63.4,26.9,0.0,0.6
SE2 1,16.4,62.7,12.2,0.0,0.6
SE2 10,12.5,57.4,34.2,0.1,0.6
SE2 11,14.8,62.5,11.0,0.0,0.6
SE2 12,17.0,63.4,0.3,0.0,0.6
SE2 13,19.5,64.8,4.1,0.0,0.6
SE2 14,16.3,59.6,53.3,0.1,0.6
SE2 17,17.2,61.2,3.3,0.0,0.6
SE2 19,16.4,61.4,5.9,0.0,0.6
SE2 2,15.3,57.8,13427.0,0.0,0.6
SE2 20,16.6,60.9,2.0,0.0,0.6
SE2 21,16.5,60.4,21.2,0.0,0.6
SE2 22,15.8,61.9,1.3,0.0,0.6
SE2 23,16.3,61.8,4.4,0.0,0.6
SE2 24,15.0,65.7,1.0,0.0,0.6
SE2 25,16.3,60.4,50.6,0.0,0.6
SE2 3,18.0,59.7,100.1,0.0,0.6
SE2 4,20.6,66.4,12.4,0.1,0.6
SE2 5,15.1,59.7,136.9,0.0,0.6
SE2 6,12.2,58.3,143.8,0.1,0.6
SE2 7,17.0,60.7,6.7,0.0,0.6
